Video ID,Comment,Original_Emotion,Sentiment,Ratio
5jh8CWU3FMQ,"고 기 가봤어? 
흥 미진진한 곳이 다 모여있대~~~
고~흥!",슬픔,Negative,
5jh8CWU3FMQ,"고 고흥으로 고 
흥 흥이 절로 납니다!",공포,Negative,
5jh8CWU3FMQ,"고: 고요하게 펼쳐진 자연 속에서 
흥: 흥겨운 바람이 마음을 감싸주네요.??",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥이군 영남면 해맞이로 840으로 
흥 : 흥겹게 온가족 나들이갈래요~^^",공포,Negative,
5jh8CWU3FMQ,"고즈넉한 풍경에 
흥흥 콧노래가 절로 나는구나^^",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 여행가자 
흥: 흥 !",공포,Negative,
5jh8CWU3FMQ,"고: 고라니가 
흥: 흥분해서 날뛴다!",슬픔,Negative,
5jh8CWU3FMQ,"고흥의 아름다운 추억도 남기면서 
흥미넘치는 체험프로그램도 해볼래요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 여행가서 신나고 
흥: 흥나게 놀아봅시다",슬픔,Negative,
5jh8CWU3FMQ,"고: 고향의 아름다움이 가득한 곳, 
흥: 흥겨운 마음으로 다시 찾고 싶은 고흥!",공포,Negative,
5jh8CWU3FMQ,"고민하지말고 
흥이 절로나는 고흥으로??",공포,Negative,
5jh8CWU3FMQ,"고 - 고것 참 
흥 - 흥이 나는구나!
역시 고흥이로구나!",슬픔,Negative,
5jh8CWU3FMQ,"고 고생많이하셨습니다
흥 흥하는 날이 가득하길",공포,Negative,
5jh8CWU3FMQ,"고 고요한 자연속 
흥 흥이 넘치는 고흥",공포,Negative,
5jh8CWU3FMQ,"고-고흥에서 느낄수있는 제철 음식과 풍경은
흥-흥이날만큼 많이 있죠.어서어서 놀러들오세요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥 팔영산 자락 휘감아 도는 구름 아래
흥: 흥취를 돋우는 신선한 바람이 불어오네",슬픔,Negative,
5jh8CWU3FMQ,"고 고요한 자연속 
흥 흥이 넘치는 고흥",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에 이색적인 명소가 가득하대요!
흥: 흥미롭고 즐거운 추억을 쌓으러 고흥으로 놀러가요!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 매력에 빠질 생각하니 벌써부터
흥: 흥미진진해집니다??",공포,Negative,
5jh8CWU3FMQ,"고 ? 고흥으로 신나게 놀러가요 
흥 ? 흥겹게 콧노래 부르며 랄라 ??",슬픔,Negative,
5jh8CWU3FMQ,"고: 고고학자들과 관광객들에게 신비로움 안겨주는 고흥의 공룡발자국과  
흥: 흥을 돋울 만큼  향기롭고 상큼한 고흥의 유자는 고흥의 자연이 선사하는 보물입니다.",공포,Negative,
5jh8CWU3FMQ,"고흥에서 이 영상을 봤다.
흥분된다.",슬픔,Negative,
5jh8CWU3FMQ,"고 - 고흥의 아름다움과 다양한 명소들을 
흥 - 흥겹게 즐겨보자~",공포,Negative,
5jh8CWU3FMQ,"고!! 고기 먹자
흥! 흥 소고기 먹자??",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다를 곁으로 
흥: 흥겨운 파도 소리가 춤을 추고흥~!^^??",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에 와볼래!!!
흥 : 흥미로운 것들이 많아 재밌을거야~~",공포,Negative,
5jh8CWU3FMQ,"고: 고풍스러운 절경과 현대적 시설의 조화
흥: 흥미로운 체험거리로 가득한 고흥에서 행복을 찾아요",행복,Positive,
5jh8CWU3FMQ,"고 고흥에서 느끼는 
흥 흥겨운 도시 !
다들 놀러오세요~",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉한 매력으로 가득한 숨은 명소..
흥:  흥겨움도 더해진 고흥에서 특별한 시간을 만들어보아요 ??",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 밤하늘 아래 펼쳐지는 별빛 축제
흥: 흥겨운 음악과 함께 로맨틱한 추억을 만들어요",공포,Negative,
5jh8CWU3FMQ,"고: 고달픈 일상에서 벗어나 휴식을 찾는다면
흥: 흥미진진한 관광지가 가득한 고흥으로 오세요",공포,Negative,
5jh8CWU3FMQ,"고 : 고요한 바다 품은 고흥
흥 : 흥겨운 꿈이 펼쳐지는 곳!  ??",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉한 이 곳 
흥: 흥나는 이 곳 바로 고흥",공포,Negative,
5jh8CWU3FMQ,"고요한 바다와 푸른 하늘이 맞닿은 곳
흥겨운 여행의 시작점 고흥에서 추억을 만들어요",공포,Negative,
5jh8CWU3FMQ,"고: 고운 해가 떠오르는 
흥: 흥미로운 고흥의 풍경, 꼭 보고 싶네요!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 숨은 명소들 잘 봤습니다.
흥: 흥미롭고 가보고 싶게 만드네요~",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에 놀러가면 
흥 : 흥이 나서 행복하다",행복,Positive,
5jh8CWU3FMQ,"고: 고흥의 가을이 깊어가며 다채로운 색깔로 물들어 가고 있어요.
흥: 흥미로운 명소에서 만나는 가을 정취, 고흥우주발사전망대에서는 우주적 스토리와 자연경관을 동시에 즐길 수 있답니다.",공포,Negative,
5jh8CWU3FMQ,"고개를 넘어간다 오늘도 
흥이 넘치도록 국민의 토지를 측량하러 가세?",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에서 함께 합시다
흥 : 흥넘치는 즐거운 시간을",공포,Negative,
5jh8CWU3FMQ,"고: 고흥을 가면~
흥: 흥이나 고흥 가즈아~",슬픔,Negative,
5jh8CWU3FMQ,"고 : 고흥을 하늘에서 만나보니
흥 : 흥부자가 될 것만 같아요",공포,Negative,
5jh8CWU3FMQ,"고:흥으로 떠나요.
흥:미로운 일들이 일어날꺼예요.",슬픔,Negative,
5jh8CWU3FMQ,"고: 고운 바다와 푸른 산이 어우러진 고흥에서
흥: 흥겨운 전통과 맛있는 먹거리까지, 하루가 모자랄 만큼 가득한 즐거움이 넘쳐나요!",공포,Negative,
5jh8CWU3FMQ,"고: 고개를 넘을 때마다 펼쳐지는 푸른 바다와 산의 경치가 눈을 사로잡고,
흥: 흥미로운 이야기가 가득한 고흥 전통시장에선 따뜻한 인심이 여행의 피로를 풀어줍니다. ????",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 떠나요 
흥: 흥이 넘치고 행복해져요",행복,Positive,
5jh8CWU3FMQ,"고 고흥으로 먹고 즐기러 
흥 흥나게 여행가자",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에 오니
흥 : 흥이 절로 납니다",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에서 숨은 명소들을 구석구석 여행할 수 있다니
흥: 흥미롭고 즐겁지 아니할 수 없구나~!^^",공포,Negative,
5jh8CWU3FMQ,"고: 즈넉한 바다에서
흥: 미로운 순간들을 즐기자",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 놀러오세요
흥: 흥미로운 자연과 환경이 함께하는 고흥으로 함께해요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥은 아름다운 명소가 많아서 구경하면 
흥: 흥도 나고 즐겁네요",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다와 울창한 숲이 어우러진 힐링의 땅
흥: 흥겨운 파도 소리에 맞춰 걷는 해안 길, 마음이 트이네",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다와 울창한 숲이 어우러진 힐링의 천국
흥: 흥겨운 파도 소리에 맞춰 걷는 해안 산책로의 낭만",공포,Negative,
5jh8CWU3FMQ,"고: 고향의 맛 정이 가득한
흥: 흥미로운 여행 스타트",공포,Negative,
5jh8CWU3FMQ,"고: 고운 산과 바다가 조화를 이룬 고흥의 
흥: 흥겨운 풍경이 마음을 적시네요",공포,Negative,
5jh8CWU3FMQ,"고:고이고이 나만 알고 싶은
흥:흥겹고 정다운 얼이 살아있는 고흥그곳의 매력으로 빠져보아요 후회없을것이라 믿어의심치 않아요",공포,Negative,
5jh8CWU3FMQ,"고흥의 아름다운 매력이 푹 빠지는 시간
흥겹고 즐거운 일이 많은 고흥으로 놀러오세요.",공포,Negative,
5jh8CWU3FMQ,"고: 고려하고 또 고려해도
흥: 흥나는 곳은 고흥뿐이네~",슬픔,Negative,
5jh8CWU3FMQ,"고 고민 없이
흥 흥겹게 즐길수있는 고흥으로 놀러오세요!",공포,Negative,
5jh8CWU3FMQ,"고 고요한 바다와 산이 있고 
흥 흥미로운 이야깃거리가 가득한 고흥으로 오세요~",공포,Negative,
5jh8CWU3FMQ,"고: 고향의 느낌을 떠오르면
흥: 흥이 절로 나게되네요!

유튜브 구독완료 했어요! , 최근에 회사경영 악화로 실직을 해서 많이 우울한데, 당첨이 되면 기분 전환이 될 것 같네요!! 그리고 앞으로 이 채널이 더 많은 사람들에게 사랑받길 진심으로 응원합니다!!!",행복,Positive,
5jh8CWU3FMQ,"고 고흥으로 고 
흥 흥이 절로 납니다!",공포,Negative,
5jh8CWU3FMQ,"고: 고운 경치가 펼쳐지는 고흥의 길을 걷다 
흥: 흥겨운 추억이 곳곳에 스며드는 여행",공포,Negative,
5jh8CWU3FMQ,"고 : 고생한 나에게 힐링이 되어줄 숨은 명소 고흥!
흥 : 흥미로운 이곳을 나만 알 수 없지! 같이 고흥으로 고고!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에서 다양한 체험도 하고
흥: 흥미로운 곳에 방문해서 힐링 하고 싶어요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에 아름다운 곳이 가득하네요 
흥: 흥얼거리면서 가족들과 함께 산책하고 싶어요",공포,Negative,
5jh8CWU3FMQ,"고흥군에 가면 
흥이 나요",공포,Negative,
5jh8CWU3FMQ,"**고**: 고향의 맛이 그리워지는 계절, ??
**흥**: 흥미진진한 여행을 떠나고 싶어지는 순간이에요! ??? 

고흥은 바다와 자연이 함께하는 아름다운 곳이죠! ???? 고향의 정취를 느끼면서 맛있는 해산물을 즐기고, 맑은 하늘 아래에서 힐링할 수 있는 그런 곳이에요. ????",공포,Negative,
5jh8CWU3FMQ,"고즈넉한 풍경에 
흥흥 콧노래가 절로 나는구나^^",공포,Negative,
5jh8CWU3FMQ,"고:고즈넉한 분위기를 풍기는 고흥 아주 
흥:흥했으면 좋겠습니다 응원합니다??",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에서 오시면 / 
흥: 흥미로운 명소가 많습니다.",공포,Negative,
5jh8CWU3FMQ,"고 : 고요한 바다와 푸른 산이 어우러진 고흥에서 
흥 : 흥미로운 여행을 시작해보세요.",공포,Negative,
5jh8CWU3FMQ,"고 
흥우도에서 흥 겨운 여행하세요",공포,Negative,
5jh8CWU3FMQ,"고:놈 참 재밌고 아름답고 
흥:미로운게 많은 도시로구나~
그 곳이 어디라고? 고 흥",공포,Negative,
5jh8CWU3FMQ,"고/고흥의 풍경을 하늘에서 바라보는것도
흥/흥미롭네요. 매력이 넘치는 고흥의 숨은 명소들 보러 지금 출발합니다????",공포,Negative,
5jh8CWU3FMQ,"고 - 고흥에는 
흥 - 흥미로운 명소들이 참 많네요.
유익한 영상 감사합니다",행복,Positive,
5jh8CWU3FMQ,"고 - 고흥의 이곳저곳을 드론으로 보니 
흥 - 흥미진진한게 고흥으로 여행떠나고파요",공포,Negative,
5jh8CWU3FMQ,"고흥을 알고 싶으면 유튜브 LX한국국토정보공사 고흥지사편을 보면
흥미로운 고흥스팟과 알찬정보가 잘  담겨줘 있습니다",공포,Negative,
5jh8CWU3FMQ,"고흥에서.
흥이 나게 놀자꾸나.",중립,Neutral,
5jh8CWU3FMQ,"고 - 고퀄리티 명소 가득하면서 볼거리 즐길거리 먹거리 가득해서
흥 - 흥이나고 즐거운 고흥여행 당장 가고 싶어지네요",공포,Negative,
5jh8CWU3FMQ,"고 고 
흥 넘치는 고흥으로~",공포,Negative,
5jh8CWU3FMQ,"고 : 고요한 자연 속, 푸른 바다와 산 
흥 : 흥미로운 여행을 약속하는 고흥",공포,Negative,
5jh8CWU3FMQ,"고 고흥에 가본 사람은 
흥 흥이 엄청나게 나는 도시인 걸 알지",슬픔,Negative,
5jh8CWU3FMQ,"고:고즈넉한 풍경이 아름답다. 가는 곳마다 예술이 펼쳐진다
흥:흥이난다 흥이나! 시간가는 줄 모르게 재미있는 고흥",공포,Negative,
5jh8CWU3FMQ,"고: 나리 잘해서 
흥: 민아 길게 가자",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉한 고흥의 많은 명소는
흥: 흥분을 가라앉히고 힐링하고 아늑한 공간입니다",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에 놀러가면 
흥 : 흥이 나서 행복하다",행복,Positive,
5jh8CWU3FMQ,"고흥으로 고고씽 하고프게 만드는 영상이네요. 
흥~ 장착하고 잠시 일상에서 벗어나 고흥에서 힐링하고 오고파요!",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다와 드넓은 산이 어우러진 곳, 
흥: 흥겨운 자연의 선물이 가득한 전남 고흥!",공포,Negative,
5jh8CWU3FMQ,"고:고 달려서 고흥으로 여행가자
흥:이난다 흥이 나 아름답고 맛난것도 많은 고흥에 가면 흥이난다 흥이",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 숨겨진 명소들을 방문해 
흥: 흥미진진한 재미를 느껴보세요??",공포,Negative,
5jh8CWU3FMQ,"고 고고한 매력이 넘치는 
흥 흥이나는 여행을 할 수 있는 고흥 !
많은 사랑 받기를 응원합니다",행복,Positive,
5jh8CWU3FMQ,"고: 고즈넉하고 
흥: 흥미로운 도시 고흥 ~!!",공포,Negative,
5jh8CWU3FMQ,"고 고흥에서 느끼는 
흥 흥겨운 도시 !
다들 놀러와!",공포,Negative,
5jh8CWU3FMQ,"고: 고요하지만 
흥: 흥이 많은 그곳, 고흥",공포,Negative,
5jh8CWU3FMQ,"고 : 고것 참!
흥 : 흥이 절로 나요! 고흥으로 놀러오세요!??",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에 가자!
흥: 흥이 넘치고 아름다운 자연이 있는 고흥에 가자!!",슬픔,Negative,
5jh8CWU3FMQ,"고 : 고흥은 
흥 : 흥겹고 다채로운 매력이 가득한 지역입니다??",공포,Negative,
5jh8CWU3FMQ,"고:고흥보다
흥:흥겨운 곳은 없습니다! 최고의 경험을 선물하는 관광 명소 고흥??",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 여행을 다녀왔다.
흥: 흥미로운 것 가득인 여행 속에 힐링이었다.",공포,Negative,
5jh8CWU3FMQ,"고 
흥우도에서 흥 겨운 여행하세요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥 하늘 바라 보니, 
흥: 흥겨운 바람이 마음을 춤추게 하네.",공포,Negative,
5jh8CWU3FMQ,"고 : 고급진 퀄리티의 국내 명소, 고흥 
흥 : 흥 넘치게 즐겨보세요??",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥에 오면 볼거리 먹거리 
흥 : 흥미진진 재미가 가득하죠",공포,Negative,
5jh8CWU3FMQ,"고: 고운 경치가 펼쳐지는 고흥의 길을 걷다 
흥: 흥겨운 추억이 곳곳에 스며드는 여행",공포,Negative,
5jh8CWU3FMQ,"고: 고흥여행~
흥: 흥난다 씬난다~~!!",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥을 하늘위에서 바라보니 감탄이 절로 나오네요! 고흥의 매력에 푹 빠져버렸습니다! 
흥 : 흥겨운 콧바람을 부르며 고흥으로 여행갈 채비를 해야겠어요! 특별한 추억을 선사해줄것 같네요! ??",공포,Negative,
5jh8CWU3FMQ,"고: 고고!
흥: 흥이 넘치는 고흥으로 가자?",공포,Negative,
5jh8CWU3FMQ,"고 = 고흥 하나면 모든게 만사 OK네요 ??
흥 = 흥겨움이 절로 나오니 여행하는 이로 하여금 그저 감탄이 절로 나오게 합니다 !!!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥군
흥: 흥미롭네요!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥이 이렇게 아름다운지 몰랐었어~ 국내의 숨을 명소 소개영상을 보고나서
흥: 흥부자가 되어서 돌아갑니다~",공포,Negative,
5jh8CWU3FMQ,"고: 고향의 맛,
흥: 흥미로운 이야기들이 가득한 곳, 고흥에서의 추억이 소중해!",공포,Negative,
5jh8CWU3FMQ,"고: 고운 바다와
흥: 흥겨운 마음으로, 고흥에 가면 언제나 행복해! ??",행복,Positive,
5jh8CWU3FMQ,"고: 고즈넉한 바닷가에서
흥: 흥이 넘치는 추억을 쌓는 시간!",공포,Negative,
5jh8CWU3FMQ,"고: 고향의 바다를 바라보며
흥: 흥겨운 추억을 떠올리게 되는 곳!",공포,Negative,
5jh8CWU3FMQ,"고 : 고유한 아름다움이 흐르는 나의 고향, 고흥
흥 : 흥취가 넘치는 가을을 맞아 내 마음을 녹이는구나",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥을 평상시에도 자주 가곤 하는데,
흥 : 흥미로운 곳으로서 정말 너무나 가볼만한 곳도 많고, 다양한 먹거리들도 많아서 최고입니다.",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥의 아름다운 바다와 숲을 감상하고 있으니.
흥 : 흥이 절로 나고, 정말 너무나 여행 떠나고 싶게 하는거 같아요.",공포,Negative,
5jh8CWU3FMQ,"고 고흥에 대해 자세히 설명해주신 LX고흥지사 우혜랑 주임님과 LX한국국토정보공사 유튜브 채널 진심으로 감사합니다.
흥 흥미가 더욱 생겼습니다. 사랑하는 가족과 함께 꼭 고흥에 방문해보겠습니다.",행복,Positive,
5jh8CWU3FMQ,"[고] 흥 바다 푸르름에 마음까지 시원해요!
[흥] 미로운 곳 가득, 지루할 틈 없는 고흥으로 떠나요! ???° ??°?????",공포,Negative,
5jh8CWU3FMQ,"고민할 필요 업어요 
흥겨운 고흥 가서 즐거운 시간 보내요",공포,Negative,
5jh8CWU3FMQ,"고흥에서 이 영상을 봤다.
흥분된다.",슬픔,Negative,
5jh8CWU3FMQ,"고: 고흥의 바다 가슴이 뻥 뚫리고 
흥: 흥겨운 축제가 있다면 모두가 함께 즐겨요",공포,Negative,
5jh8CWU3FMQ,"고)흥의 아름다운 바다와 숲을 보고 있노라니 
흥)겨운 마음이 절로 생기네~",공포,Negative,
5jh8CWU3FMQ,"고백하기 좋은 
흥미로운 인연이 시작되는 고흥??",공포,Negative,
5jh8CWU3FMQ,"고 - 고고싱!
흥 - 흥이 나는 고흥으로!",공포,Negative,
5jh8CWU3FMQ,"고: 고흥으로 놀러가고 싶어요
흥: 흥이나는 고장 고흥으로 놀러 갈래요!",공포,Negative,
5jh8CWU3FMQ,"고 : 고운 바다와 
흥 : 흥겨운 사람들이 함께하는 곳, 고흥!",공포,Negative,
5jh8CWU3FMQ,"고 : 즈넉한 자연 속에서 힐링을 찾아 떠나는 여행, 고흥! 푸른 바다와 울창한 숲이 어우러져 마음까지 정화되는 곳!
흥 : 미로운 볼거리와 즐길 거리가 가득한 고흥! 우주발사전망대에서 우주의 신비를 느끼고, 미르마루길을 따라 걸으며 자연을 만나보세요??",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 자연 속에 숨겨진  
흥: 흥미로운 이야기들이 가득한 도시, 고흥!",공포,Negative,
5jh8CWU3FMQ,"고흥이 세계적인 관광지인줄 알았네요.ㅎㅎ 
흥미롭고 아름다운 풍경에 매료되었습니다.",공포,Negative,
5jh8CWU3FMQ,"고: 고라니가 
흥: 흥분해서 날뛴다!",슬픔,Negative,
5jh8CWU3FMQ,"고: 고흥에 아직도 안가보셨다구요?
흥: 흥미롭고 고즈넉한 분위기의 아름다운 곳 고흥으로 오세요♡",공포,Negative,
5jh8CWU3FMQ,"고흥에 놀러 가니
흥이 절로 넘치네",공포,Negative,
5jh8CWU3FMQ,"고 : 고리타분하고 답답한 일상에서 벗어나고 싶다면 
흥 : 흥과 매력 넘치는 고흥으로 오세요!",공포,Negative,
5jh8CWU3FMQ,"고 : 고요한 바다가 품은 푸른 보석
흥 : 흥겨운 파도 소리에 마음이 열리네

아름다운 고흥 영상 감사히 잘 봤어요. ??
LX고흥지사 힘차게 응원합니다. ?",행복,Positive,
5jh8CWU3FMQ,"고흥에 놀러오세요
흥하는 여행 보장합니다!",슬픔,Negative,
5jh8CWU3FMQ,"고: 고요한 바다와 숲의 향기 
흥: 흥겨운 마음으로 힐링하는 곳?",공포,Negative,
5jh8CWU3FMQ,"고: 흥의 멋진 풍경을 보고있자니
흥: 보가 기가 막혀!!",공포,Negative,
5jh8CWU3FMQ,"고-고흥은
흥-흥나는 도시?",공포,Negative,
5jh8CWU3FMQ,"고 : 고향으로 향하는 길이 
흥 : 흥이 넘치네요!",공포,Negative,
5jh8CWU3FMQ,"고-고요한 내마음에 누군가 돌을 퐁당 던졌는데, 그건 다름아닌 고흥의 풍경이었구나.??

흥-흥겨워 보이는건 고흥의 일상인데, 그 일상을 지켜보는 나도 덩달아 엉덩이가 들썩거려지는건 뭘까?.??",슬픔,Negative,
5jh8CWU3FMQ,"고 - 고고씽~~~고흥으로 
흥 - 흥나는 여행이 될거라규",공포,Negative,
5jh8CWU3FMQ,"고 : 고흥의 잘알지 못한 명소를 볼수있어 매우 알차고 기분 좋아지네요
흥 : 흥분을 가라앉히기가 쉽지 않아요. 멋진 명소가 이렇게나 많았다니 ! 고흥 기다려라 ~ 내가 간다.",행복,Positive,
5jh8CWU3FMQ,"고 / 고흥에 놀러오셔서 
흥 / 흥하는 곳 고흥의 진가를 느껴보세요",공포,Negative,
5jh8CWU3FMQ,"고: 고흥이 앞으로로
흥: 흥하길 응원합니다!",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다 위에
흥: 흥이 넘치는 고흥의 풍경",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉한 이 곳 
흥: 흥나는 이 곳 바로 고흥",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 유자와 석류를 사가려고 전국의 장사치들이 다 모였으니 
흥: 흥정을 한 번 붙여보세",슬픔,Negative,
5jh8CWU3FMQ,"고: 나리 잘해서 
흥: 민아 길게 가자",공포,Negative,
5jh8CWU3FMQ,고:오오오올 흥:민 쏜 골 ?,슬픔,Negative,
5jh8CWU3FMQ,"고 고흥에는 
흥 흥나는것들이많답니다 놀러오세요",공포,Negative,
5jh8CWU3FMQ,"고: 흥만의 숨겨진 비경 찾아
흥: 미진진 여행 떠나봐요! ???
???????",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다를 바라보며, 
흥: 흥겨운 마음으로 미래를 그린다.",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉한 자연 속에서 
흥: 흥겨운 마음으로 쉬어가는 고흥",공포,Negative,
5jh8CWU3FMQ,"고 고흥의 풍경을 보니 
흥 흥미로운 고흥으로 여행을 떠나고 싶어라",공포,Negative,
5jh8CWU3FMQ,"고 기 가봤어? 
흥 미진진한 곳이 다 모여있대~~~
고~흥!",슬픔,Negative,
5jh8CWU3FMQ,고즈넉한/흥이 절로나네,공포,Negative,
5jh8CWU3FMQ,"고: 고고!
흥: 흥이 넘치는 고흥으로 가자?",공포,Negative,
5jh8CWU3FMQ,"고:고흥에는 힐링되고 
흥:흥이나는 볼거리가 가득합니다.",공포,Negative,
5jh8CWU3FMQ,"고 : 고마워요
흥 : 흥미로운 고흥의 멋진 영상을 올려주셔서",행복,Positive,
5jh8CWU3FMQ,"고 : 고도가 높은 곳에서 보니
흥 : 흥미가 절로 생기네요~ 고흥에",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 푸른 바다와 숲을
흥: 흥겹게 거닐며 힐링하는 시간",공포,Negative,
5jh8CWU3FMQ,"고 : 고기서 고기인 관광지라고~
흥 : 흥! 고흥은 달라",슬픔,Negative,
5jh8CWU3FMQ,"고 고흥에서 느끼는 
흥 흥겨운 도시 !
다들 놀러와!",공포,Negative,
5jh8CWU3FMQ,"고 : 고민많은 인생을 살지 말고 
흥 : 흥겨운 인생을 살자!",슬픔,Negative,
5jh8CWU3FMQ,"고 : 고운 산과 푸른 바다가 만나 
흥 : 흥겨운 자연이 살아숨쉬는 고흥",공포,Negative,
5jh8CWU3FMQ,"고흥군에 가면 
흥이 나요",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다 위에 
흥: 흥겨운 파도 소리 들리는 곳",슬픔,Negative,
5jh8CWU3FMQ,"고흥만큼 아름다운 곳이 또 있을까 
흥미로운 여행지, 가슴 뛰는 곳",공포,Negative,
5jh8CWU3FMQ,"고: 고요한 바다와 아름다운 경치 
흥: 흥미로운 이야기로 가득한 고흥??",공포,Negative,
5jh8CWU3FMQ,"고:고흥에 이렇게 
흥:흥이가득하다니!!
넘 설레입니다~♡",공포,Negative,
5jh8CWU3FMQ,"고 고흥에는 
흥 흥나는것들이많답니다 놀러오세요",공포,Negative,
5jh8CWU3FMQ,"고:흥의 산과 바다에서
흥:겨운 마음으로 함께해요!",공포,Negative,
5jh8CWU3FMQ,"고 고 
흥 넘치는 고흥으로~",공포,Negative,
5jh8CWU3FMQ,"고: 고흥에서 오시면 / 
흥: 흥미로운 명소가 많습니다.",공포,Negative,
5jh8CWU3FMQ,"고: 고즈넉하고 
흥: 흥미로운 도시 고흥 ~!!",공포,Negative,
5jh8CWU3FMQ,"고 - 고고씽~~~고흥으로 
흥 - 흥나는 여행이 될거라규",공포,Negative,
5jh8CWU3FMQ,"고: 고흥의 아름다운 자연과 함께
흥: 흥겨운 여행을 즐겨보세요!",공포,Negative,
